Date,High_Temp,Low_Temp
2022-07-13,29.4,24.4
2022-07-14,30.5,23.0
2022-07-15,27.0,22.8
2022-07-16,27.1,22.4
2022-07-17,27.6,22.0
2022-07-18,28.5,24.1
2022-07-19,32.2,23.1
2022-07-20,32.8,26.4
2022-07-21,32.5,25.6
2022-07-22,31.9,25.6
2022-07-23,33.0,25.8
2022-07-24,33.8,25.6
2022-07-25,29.7,26.1
2022-07-26,27.3,22.9
2022-07-27,27.4,22.6
2022-07-28,29.1,23.2
2022-07-29,28.3,23.9
2022-07-30,30.4,23.8
2022-07-31,27.8,22.5
2022-08-01,24.5,20.7
2022-08-02,30.8,21.4
2022-08-03,27.8,23.2
2022-08-04,30.3,24.2
2022-08-05,30.7,24.6
2022-08-06,31.2,23.8
2022-08-07,30.5,25.4
2022-08-08,31.5,25.2
2022-08-09,34.7,25.9
2022-08-10,29.6,24.6
2022-08-11,29.4,23.0
2022-08-12,28.7,22.1
2022-08-13,26.3,19.2
2022-08-14,25.5,20.5
2022-08-15,25.4,21.2
2022-08-16,27.5,20.5
2022-08-17,25.1,20.8
2022-08-18,28.7,19.7
2022-08-19,29.2,21.9
2022-08-20,29.5,23.4
2022-08-21,25.6,23.1
2022-08-22,25.4,23.5
2022-08-23,28.3,22.5
2022-08-24,30.5,21.8
2022-08-25,29.7,23.6
2022-08-26,29.9,23.6
2022-08-27,30.4,23.9
2022-08-28,26.4,23.1
2022-08-29,27.8,23.7
2022-08-30,28.0,23.1
2022-08-31,28.5,21.8
2022-09-01,29.8,20.8
2022-09-02,24.0,18.1
2022-09-03,24.8,20.5
2022-09-04,29.3,22.1
2022-09-05,28.1,23.7
2022-09-06,23.8,20.3
2022-09-07,22.7,19.2
2022-09-08,25.8,19.7
2022-09-09,27.5,19.1
2022-09-10,27.8,19.7
2022-09-11,23.1,20.2
2022-09-12,26.1,20.3
2022-09-13,27.2,20.3
2022-09-14,26.2,17.7
2022-09-15,23.0,17.8
2022-09-16,24.6,15.3
2022-09-17,22.3,18.6
2022-09-18,26.9,19.3
2022-09-19,27.6,21.4
2022-09-20,25.2,20.1
2022-09-21,25.0,17.8
2022-09-22,23.8,15.5
2022-09-23,17.0,10.9
2022-09-24,20.9,10.3
2022-09-25,21.1,16.0
2022-09-26,23.1,15.9
2022-09-27,20.0,16.3
2022-09-28,21.0,12.1
2022-09-29,19.1,12.9
2022-09-30,16.6,12.7
2022-10-01,16.5,12.0
2022-10-02,16.4,11.5
2022-10-03,11.8,10.1
2022-10-04,13.6,8.1
2022-10-05,15.3,13.1
2022-10-06,22.4,13.4
2022-10-07,23.1,15.0
2022-10-08,15.2,10.3
2022-10-09,16.2,7.3
2022-10-10,19.3,10.5
2022-10-11,21.0,12.1
2022-10-12,19.3,14.1
2022-10-13,20.6,14.3
2022-10-14,20.6,11.6
2022-10-15,19.4,12.1
2022-10-16,20.6,13.9
2022-10-17,18.9,12.9
2022-10-18,13.5,9.4
2022-10-19,11.5,6.1
2022-10-20,14.4,7.7
2022-10-21,17.8,9.7
2022-10-22,16.9,10.6
2022-10-23,16.7,13.9
2022-10-24,16.2,13.3
2022-10-25,21.4,16.2
2022-10-26,21.9,16.9
2022-10-27,19.2,13.1
2022-10-28,14.5,8.6
2022-10-29,16.7,8.4
2022-10-30,16.2,7.9
